molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL237352,COc1ccc2cc(-c3nc(-c4ccc([S+](C)[O-])cc4)[nH]c3-c3ccncc3)ccc2c1,250.0,active
CHEMBL400840,Cc1ccc2cc(-c3nc(-c4ccc([S+](C)[O-])cc4)[nH]c3-c3ccncc3)ccc2c1,219.0,active
CHEMBL237351,C[S+]([O-])c1ccc(-c2nc(-c3ccc4cc(-c5ccccc5)ccc4c3)c(-c3ccncc3)[nH]2)cc1,5500.0,active
CHEMBL400839,C[S+]([O-])c1ccc(-c2nc(-c3ccc4cc(Br)ccc4c3)c(-c3ccncc3)[nH]2)cc1,339.0,active
CHEMBL17023,C[S+]([O-])c1ccc(-c2nc(-c3ccc4ccccc4c3)c(-c3ccncc3)[nH]2)cc1,300.0,inactive
CHEMBL236686,COc1ccc2cc(-c3nc(-c4ccccc4C)[nH]c3-c3ccncc3)ccc2c1,387.0,inactive
CHEMBL237571,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(S(C)(=O)=O)cc4C)n3C)ccc2c1,114.0,active
CHEMBL237570,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4C)n3C)ccc2c1,12.0,active
CHEMBL237359,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc(SC)cc4C)n3C)ccc2c1,335.0,active
CHEMBL392332,COc1ccc2cc(-c3nc(-c4ccc(S(C)(=O)=O)cc4Cl)[nH]c3-c3ccncc3)ccc2c1,59.0,active
CHEMBL236924,COc1ccc2cc(-c3nc(-c4ccc([S+](C)[O-])cc4Cl)[nH]c3-c3ccncc3)ccc2c1,51.0,inactive
CHEMBL236717,COc1ccc2cc(-c3nc(-c4ccc(SC)cc4Cl)[nH]c3-c3ccncc3)ccc2c1,1500.0,inactive
CHEMBL391891,COc1ccc2cc(-c3nc(-c4ccc(S(C)(=O)=O)cc4C)[nH]c3-c3ccncc3)ccc2c1,40.0,inactive
CHEMBL236716,COc1ccc2cc(-c3nc(-c4ccc([S+](C)[O-])cc4C)[nH]c3-c3ccncc3)ccc2c1,36.0,active
CHEMBL236715,COc1ccc2cc(-c3nc(-c4ccc(SC)cc4C)[nH]c3-c3ccncc3)ccc2c1,1300.0,active
CHEMBL399410,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4)n3C)ccc2c1,60.0,active
CHEMBL391890,COc1ccc2cc(-c3nc(-c4ccc(S(C)(=O)=O)cc4)[nH]c3-c3ccncc3)ccc2c1,250.0,active
CHEMBL236505,COc1ccc2cc(-c3nc(-c4ccccc4C(C)C)[nH]c3-c3ccncc3)ccc2c1,836.0,active
CHEMBL236504,CCc1ccccc1-c1nc(-c2ccc3cc(OC)ccc3c2)c(-c2ccncc2)[nH]1,346.0,active
CHEMBL236503,COc1ccc2cc(-c3nc(-c4c(Cl)cccc4Cl)[nH]c3-c3ccncc3)ccc2c1,78.0,active
CHEMBL391889,COc1ccc2cc(-c3nc(-c4ccccc4C(F)(F)F)[nH]c3-c3ccncc3)ccc2c1,260.0,active
CHEMBL236300,COc1ccc2cc(-c3nc(-c4ccccc4Br)[nH]c3-c3ccncc3)ccc2c1,82.0,active
CHEMBL236299,COc1ccc2cc(-c3nc(-c4ccccc4Cl)[nH]c3-c3ccncc3)ccc2c1,157.0,inactive
CHEMBL236298,COc1ccc2cc(-c3nc(-c4ccccc4F)[nH]c3-c3ccncc3)ccc2c1,1600.0,inactive
CHEMBL237352,COc1ccc2cc(-c3nc(-c4ccc([S+](C)[O-])cc4)[nH]c3-c3ccncc3)ccc2c1,20000.0,active
CHEMBL2448122,COc1ccc2cc(-c3nc(-c4ccc([S@+](C)[O-])cc4C)[nH]c3-c3ccncc3)ccc2c1,95.0,active
CHEMBL2096892,COc1ccc2cc(-c3nc(-c4ccc([S@@+](C)[O-])cc4C)[nH]c3-c3ccncc3)ccc2c1,22.0,active
CHEMBL241681,Nc1ncc(-c2ccccc2)c2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,46.0,active
CHEMBL241682,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,17.0,active
CHEMBL391692,Nc1ncc(-c2cccc(Cl)c2)c2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,2188.0,active
CHEMBL241517,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,20000.0,active
CHEMBL398610,CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,10000.0,active
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,13.49,active
CHEMBL436806,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4ccc5ccccc5c4)cc3)c12,81.28,active
CHEMBL247252,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc5ccccc45)cc3)c12,181.97,active
CHEMBL391184,COc1ccc(F)c(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1,223.87,active
CHEMBL437369,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4Cl)cc3)c12,204.17,active
CHEMBL273564,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,10.23,active
CHEMBL247790,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cccc(Oc5ccccc5)c4)cc3)c12,407.38,active
CHEMBL396107,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc3)c12,380.19,active
CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,18.3,active
CHEMBL247468,c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(NCCN4CCNCC4)c23)cc1,25000.0,active
CHEMBL247866,CC(C)Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12,8333.0,active
CHEMBL221484,Cc1ccc(C(=O)Nc2cc(CCCN(C)C)cc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,1.0,active
CHEMBL246152,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)F)c3)ccc2C)n1,8.0,active
CHEMBL246152,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)F)c3)ccc2C)n1,15.0,active
CHEMBL397090,CNc1cc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)ccn1,9.0,active
CHEMBL246356,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,16.0,active
CHEMBL246355,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(-n4cccc4)c3)ccc2C)n1,17.0,active
CHEMBL397089,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)n1,20.0,inactive
CHEMBL246151,CNc1cc(-c2cccnc2Oc2ccc(Cl)c(NC(=O)c3cccc(C(C)C)c3)c2)ccn1,6.0,inactive
CHEMBL246150,CNc1cc(-c2cccnc2Oc2cccc(NC(=O)c3cccc(C(C)C)c3)c2)ccn1,4.0,inactive
CHEMBL245949,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)cc(C(F)(F)F)c2)n1,55.0,inactive
CHEMBL394694,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2F)n1,4.0,inactive
CHEMBL245948,CNc1ncnc(-c2cccnc2Oc2cccc(NC(=O)c3cccc(C(C)C)c3)c2)n1,6.0,active
CHEMBL245947,CNc1cc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)ccn1,1.0,active
CHEMBL245746,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)n1,1.0,active
CHEMBL394693,CNc1nccc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)n1,2.0,inactive
CHEMBL245745,CNc1cc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(C)C)c3)ccc2C)ccn1,3.0,active
CHEMBL245744,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(C)C)c3)ccc2C)n1,1.0,active
CHEMBL394692,CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(C)C)c3)ccc2C)n1,13.0,active
CHEMBL245549,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1,17.0,active
CHEMBL397090,CNc1cc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)ccn1,13.0,active
CHEMBL246356,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,33.0,active
CHEMBL246355,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(-n4cccc4)c3)ccc2C)n1,23.0,active
CHEMBL245948,CNc1ncnc(-c2cccnc2Oc2cccc(NC(=O)c3cccc(C(C)C)c3)c2)n1,85.0,active
CHEMBL245947,CNc1cc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)ccn1,11.0,active
CHEMBL245746,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)n1,5.0,active
CHEMBL245769,COCC(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,40595.0,active
CHEMBL245377,CN1CCN(CC(=O)Nc2cccc3c2Cc2c-3n[nH]c2-c2csc(C#CCOc3ccccc3)c2)CC1,4877.0,active
CHEMBL395427,CCOC(=O)CC(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,50000.0,active
CHEMBL246166,COC(=O)C(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,24747.0,active
CHEMBL245968,COCCOCC(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,13025.0,active
CHEMBL253292,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,300.0,active
CHEMBL253969,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,18.0,active
CHEMBL401860,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3c(F)cccc3C(F)(F)F)cc2)cc1,2.0,active
CHEMBL258437,Cn1cc2c(n1)CCc1c-2c2c(c3c1[nH]c1ccccc13)CNC2=O,1300.0,active
CHEMBL257787,CO/N=C/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,148.0,active
CHEMBL401897,CCn1c2ccc(/C(C)=N/OCC(C)C)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,45.0,active
CHEMBL258436,C/C(=N\OCC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,46.0,active
CHEMBL429138,C/C(=N\OC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,66.0,active
CHEMBL401896,CCO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,26.0,active
CHEMBL258222,C/C(=N\OCC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,23.0,inactive
CHEMBL403823,C/C(=N\OC(C)C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,52.0,inactive
CHEMBL428433,CCO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,25.0,inactive
CHEMBL403606,CCCCn1c2ccc(/C(C)=N/OC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,108.0,inactive
CHEMBL258015,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,30.0,inactive
CHEMBL401876,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C(C)C)CCc1nn(C)cc1-4)C(=O)NC3,97.0,inactive
CHEMBL258014,CCCn1c2ccc(/C(C)=N/OC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,30.0,inactive
CHEMBL255283,CCn1c2ccc(/C(C)=N/OC)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,300.0,inactive
CHEMBL255282,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2C)CCc1nn(C)cc1-4)C(=O)NC3,347.0,inactive
CHEMBL255281,C/C(=N\OC(C)(C)C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,93.0,inactive
CHEMBL258433,C/C(=N\OCC(C)C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,10.0,inactive
CHEMBL258000,C/C(=N\OC(C)C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,28.0,active
CHEMBL404322,C/C(=N\O)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,44.0,active
CHEMBL257794,CCO/N=C(/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4)C(C)C,92.0,active
CHEMBL257793,CO/N=C(/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4)C(C)C,264.0,active
CHEMBL404718,CCO/N=C(\C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,23.0,active
CHEMBL257789,CO/N=C(\C)c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,71.0,inactive
CHEMBL257788,CCO/N=C/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,264.0,active
CHEMBL385937,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,2.0,inactive
CHEMBL257858,COc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2F)ccc1C,3440.0,inactive
CHEMBL271018,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)c(OC)n1,25000.0,inactive
CHEMBL269936,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3F)ccc2C)c(NC)n1,25000.0,inactive
CHEMBL255132,COc1nc(NCCCCN(C)C)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2C)ccc1C,25000.0,inactive
CHEMBL255989,COc1nc(NCCCN2CCN(C)CC2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2C)ccc1C,25000.0,inactive
CHEMBL270793,COc1nc(NCCN2CCOCC2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)ccc1C,25000.0,inactive
CHEMBL271650,COc1nc(NC2CCN(C)CC2)ncc1C(=O)Nc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)ccc1C,25000.0,active
CHEMBL408292,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1NC(=O)c1cnc(NCCN2CCOCC2)nc1Oc1ccccc1,25000.0,active
CHEMBL271099,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)c(Oc2ccccc2)n1,25000.0,inactive
CHEMBL271101,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3C)ccc2C)c(OC)n1,25000.0,active
CHEMBL255533,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3F)ccc2C)c(OC)n1,25000.0,active
CHEMBL270084,COc1ccc(-c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c2c(N)noc12,249.0,inactive
CHEMBL269884,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)c2c(N)noc12,1000.0,inactive
CHEMBL430090,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2c(N)noc12,270.0,inactive
CHEMBL410295,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,750.0,inactive
CHEMBL429430,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccccc3)c2cc1OC,386.0,inactive
CHEMBL409933,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)N[C@H](C)c3ccccc3)c2cc1OC,4000.0,active
CHEMBL270306,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)N[C@@H](C)c3ccccc3)c2cc1OC,260.0,active
CHEMBL270093,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)NCc3ccc(C)cc3)c2cc1OC,1500.0,active
CHEMBL272874,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)NCc3ccccc3)c2cc1OC,4000.0,inactive
CHEMBL270545,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)NC(C)C)c2cc1OC,4000.0,inactive
CHEMBL272875,CCNC(=O)N1CCOc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc21,4000.0,inactive
CHEMBL272609,CNC(=O)N1CCOc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc21,4000.0,inactive
CHEMBL405040,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(N)=O)c2cc1OC,4000.0,inactive
CHEMBL272822,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(F)cc3)c2cc1OC,1500.0,inactive
CHEMBL270548,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1OC,110.0,inactive
CHEMBL272878,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cccc(Cl)c3)c2cc1OC,9.0,inactive
CHEMBL270550,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccccc3Cl)c2cc1OC,2200.0,inactive
CHEMBL411630,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(C)cc3)c2cc1OC,1000.0,inactive
CHEMBL270057,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3cccc(C)c3)c2cc1OC,1.0,inactive
CHEMBL270058,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccccc3C)c2cc1OC,1600.0,inactive
CHEMBL272688,CNC(=O)c1cc(Oc2ccc3c(c2)OCCN3C(=O)Nc2ccc(C)cc2)ccn1,4000.0,inactive
CHEMBL271960,CNC(=O)c1cc(Oc2ccc3c(c2)OCCN3C(=O)Nc2ccc(Cl)cc2)ccn1,4000.0,inactive
CHEMBL272170,Cc1ccc(NC(=O)N2CCOc3cc(Oc4ncnc5[nH]ccc45)ccc32)cc1,4000.0,inactive
CHEMBL270953,O=C(Nc1ccc(Cl)cc1)N1CCOc2cc(Oc3ncnc4[nH]ccc34)ccc21,4000.0,inactive
CHEMBL270954,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(C)cc3)c2cc1C(N)=O,430.0,inactive
CHEMBL409867,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1C(N)=O,290.0,inactive
CHEMBL385937,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,2.0,inactive
CHEMBL541726,CN1CCN(c2ccc(Nc3ncc(NC(=O)c4c(Cl)cccc4Cl)cn3)cc2)CC1,25000.0,inactive
CHEMBL438016,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)c(C)c1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,25000.0,inactive
CHEMBL270765,CCc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,25000.0,active
CHEMBL271154,CN1CCN(c2ccc(Nc3ncc(NC(=O)c4cc(NC(=O)c5ccc6c(c5)OC(F)(F)O6)ccc4Cl)cn3)cc2)CC1,5000.0,inactive
CHEMBL272850,COc1cc(OC)cc(C(=O)Nc2ccc(C)c(C(=O)Nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3)c2)c1,8300.0,active
CHEMBL405401,Cc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,8300.0,active
CHEMBL271141,Cc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,8300.0,active
CHEMBL271140,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2C)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,8300.0,inactive
CHEMBL409734,COc1ccccc1C(=O)Nc1ccc(C)c(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)c1,25000.0,inactive
CHEMBL271760,Cc1ccc(NC(=O)c2ccccc2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,25000.0,inactive
CHEMBL411050,Cc1ccc(NC(=O)c2cnoc2C)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,25000.0,inactive
CHEMBL271201,CC(=O)Nc1ccc(C)c(C(=O)Nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2)c1,25000.0,inactive
CHEMBL271372,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NC2CCN(C)CC2)nc1,25000.0,inactive
CHEMBL272673,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NCCN2CCOCC2)nc1,25000.0,inactive
CHEMBL259465,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(NCCCN2CCOCC2)nc1,25000.0,inactive
CHEMBL259247,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cncnc1,25000.0,inactive
CHEMBL405666,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,8300.0,inactive
CHEMBL271375,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,25000.0,inactive
CHEMBL411632,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,25000.0,inactive
CHEMBL272902,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,5000.0,inactive
CHEMBL407063,Cc1ccc(NC(=O)c2cc(F)cc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,6078.0,inactive
CHEMBL409914,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,93.0,inactive
CHEMBL272888,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,9950.0,inactive
CHEMBL429582,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(N)ncc2c1,21.0,inactive
CHEMBL408070,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,123.0,inactive
CHEMBL429743,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,580.0,inactive
CHEMBL260532,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1C(N)=O,5300.0,inactive
CHEMBL260531,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(C(N)=O)cc34)ccc12,8300.0,inactive
CHEMBL272250,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1C(N)=O,1800.0,inactive
CHEMBL272252,COc1ccc2c(Oc3ccc4c(C(N)=O)cccc4c3)ccnc2c1,25000.0,inactive
CHEMBL272251,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)ccc34)ccc12,25000.0,inactive
CHEMBL270342,COc1ccc2c(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)ccnc2c1,8300.0,active
CHEMBL270556,COc1cc2ncnc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,8300.0,active
CHEMBL412278,COCCNC(=O)c1cccc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,8300.0,active
CHEMBL411284,COc1cc2ncnc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,7400.0,active
CHEMBL271984,COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC,25000.0,active
CHEMBL271189,COCCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,8300.0,active
CHEMBL271188,COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,25000.0,active
CHEMBL410840,COc1cc2nccc(Oc3ccc4c(C(=O)NCC(F)(F)F)cccc4c3)c2cc1OC,25000.0,active
CHEMBL406914,COc1cc2nccc(Oc3ccc4c(C(=O)NC(C)(C)C)cccc4c3)c2cc1OC,25000.0,active
CHEMBL408211,COc1cc2nccc(Oc3ccc4c(C(=O)NC(C)C)cccc4c3)c2cc1OC,25000.0,active
CHEMBL409103,CCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,4300.0,active
CHEMBL269871,CCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,25000.0,active
CHEMBL270754,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12,25000.0,active
CHEMBL270755,COc1cc2nccc(Oc3ccc4c(C(=O)NCC5CC5)cccc4c3)c2cc1OC,9400.0,active
CHEMBL428961,COc1cc2nccc(Oc3ccc4c(C(=O)NC5(C)CC5)cccc4c3)c2cc1OC,1100.0,active
CHEMBL410903,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCCC5)cccc4c3)c2cc1OC,1400.0,inactive
CHEMBL259252,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,4000.0,active
CHEMBL272198,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,25000.0,active
